Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,564672,critical,FIXED,"TM: ""Assertion failure: !JS_ON_TRACE(cx), at ../jsiter.cpp"" with defineGetter, yield"
Core,465651,critical,FIXED,Crash [@ nsFrameList::InsertFrame] with -moz-column and lots of floats
Core,655562,critical,FIXED,Crash in the No Comply demo [@ mozjs.dll@0x4bf1b ]
Core,691847,critical,FIXED,Firefox Startup Crash @ js::Bindings::getLocalNameArray
Core,340602,critical,FIXED,Crash [@ IsContextOnStack]
Core,686178,critical,FIXED,"TI: Assertion failure: rejoin != REJOIN_NONE, at methodjit/Retcon.cpp:88"
Core,396587,critical,FIXED,"Crash [@ PresShell::ResizeReflow] with binding, changing iframe width and removing iframe"
Core,561566,critical,FIXED,Crash [@ JS_IsArrayObject]
Core,642159,critical,FIXED,JM: Crash @ js::PutEscapedStringImpl // Memory corruption
Core,516124,critical,FIXED,Crash [@ nsAlertsIconListener::SendClosed]
Core,715056,critical,FIXED,"""ASSERTION: wrong node"" and crash [@ nsIRange::UnregisterCommonAncestor]"
Thunderbird,553942,critical,FIXED,"Thunderbird 2.0 to 3.0 upgrade deleted contents of RSS feed folders, colons (:), slash(/) in folder names on Mac OS X"
Core,640098,critical,FIXED,"TI: Crash [@ js::types::TypeFailure] with function, eval"
Core,472599,critical,FIXED,"TM: ""Assertion failure: JSVAL_IS_INT(STOBJ_GET_SLOT(callee_obj, JSSLOT_PRIVATE))"" with __proto__, call, toString"
Thunderbird,331014,critical,FIXED,Hang on incremental search in main window
Core,324988,critical,FIXED,Crash if stop loading while favicons are coming in
Core,526317,critical,FIXED,Remove nsIDOMGeoPositionError::message
CDT,148003,critical,FIXED,[New Class Wizard] Browse for Folder can cause infinite loop
CDT,324384,critical,FIXED,CDT editor hangs up when you execute auto completion
Core,601299,critical,FIXED,"""Assertion failure: hasfp()"" [@ JSContext::regExpStatics]"
Core,623606,critical,FIXED,Crash [@ nsDisplayClip::nsDisplayClip ]
Core,662338,critical,FIXED,TI: Assertion failure: [infer failure] Missing type pushed 0: Function:prototype:new
Core,452786,critical,FIXED,Crash due to insufficient class checking in Date class
Core,414658,critical,FIXED,Debug Build Crash when i add a Account to Webmail Notifier Extension
Firefox,323472,critical,FIXED,Crash when Places imports FF1.5 bookmarks
Core,498913,critical,FIXED,Crash when visiting www.bicycling.com with JAWS 10 running
Firefox,342469,critical,FIXED,cvs remove places l10n files from MOZILLA_1_8_BRANCH
Platform,319274,critical,FIXED,Baseline is not valid while generating performance results for maintenance builds
Core,567211,critical,FIXED,"Crash in [@ imgContainer::WriteToDecoder(char const*, unsigned int) ]"
Platform,144876,critical,FIXED,Update is (getting) unusable as is
Core,397439,critical,FIXED,Hang when Venkman brings itself to the front
JDT,261797,critical,FIXED,CVS decorators broken due to fix to JavaElementResourceMapping
Core,346288,critical,FIXED,croczilla sample makes latest firefox security release (1.5.0.5) unresponsive
Core,779857,critical,FIXED,Build failure with clang: widget/gtkxtbin/gtk2xtbin.c error: void function 'xt_client_xloop_create' should not return a value
Core,805352,critical,FIXED,"Intermittent crashtests/459439-1.html | Exited with code -6 during test run after ""Assertion failed: (r == 0), function cubeb_stream_destroy"""
Core,713413,critical,FIXED,"""ASSERTION: null nsSVGPathGeometry frame"" and crash"
Core,454044,critical,FIXED,TM: JSOP_NOT needs isPromoteInt/::demote help
Core,334515,critical,FIXED,Firefox crashes when initialising iframe as html edit where html loaded contains a second iframe
Core,457130,critical,FIXED,TM: regexp lastIndex property not traced correctly
Core,350529,critical,FIXED,"x--' causes ""Assertion failure: ts->lookahead < NTOKENS_MASK"" [@ js_UngetToken]"
CDT,309032,critical,FIXED,Need APIs to support memory pages (or memory spaces)
Platform,177401,critical,FIXED,SWT will not build on QNX Neutrino 6.3 and greater
Core,717175,critical,FIXED,Crash @ gfxFont::AgeCacheEntry
Core,508325,critical,FIXED,"""ABORT: negative scaling factors must be handled manually"""
Core,383426,critical,FIXED,document.normalize() crash in OOM situation
Core,395538,critical,FIXED,"Crash [@ nsLayoutUtils::GetParentOrPlaceholderFor] with flash embed, display: table-stuff, overflow: scroll and binding with position: fixed"
Core,706834,critical,FIXED,Crash in nsXULTreeAccessible::TreeViewChanged
Core,686296,critical,FIXED,"Assertion failure: obj->isExtensible(), at jsobj.cpp:4649"
Core,394042,critical,FIXED,Dangling pointer in nsXULPDGlobalObject leads to mem corruption/crashes
Core,682684,critical,FIXED,Crash [@ nsTextControlFrame::FinishedInitializer] with mask and generated content and input in mask
CDT,141541,critical,FIXED,Regression: Scanner Discovery Profile mechanism broken for Managed Make
Firefox,706049,critical,FIXED,"Firefox 9.0 Crash Report [@ nsUrlClassifierPrefixSet::Contains(unsigned int, int*) ]"
Core,771669,critical,FIXED,"Crash with memory-pressure, WebGL bufferData"
Core,601699,critical,FIXED,Crash [@ nsSVGPathElement::GetMarkPoints]
Core,508504,critical,FIXED,"""Assertion failure: !cx->throwing, at ../jsiter.cpp"" with defineSetter, defineGetter, watch, eval, slice, yield, Function"
Core,560780,critical,FIXED,Crash[@ gfxTextRun::IsRightToLeft() ] on method ragne.getBoundingClientRect()when click selected text of a link
Core,596245,critical,FIXED,Firefox 4.0b5 Crash Report [@ nsStyleContext::Release() ] Search Mozilla Support for Help
Core,561539,critical,FIXED,"""Assertion failure: isQName(), at ../jsobjinlines.h"" with e4x"
Core,465261,critical,FIXED,TM: Crash [@ js_TrashTree]
Firefox,511756,critical,FIXED,Crash at [_woutput_l]
Platform,125865,critical,FIXED,Compare with > Revision no longer uses workspace file
Firefox,331561,critical,FIXED,nsAutoComplete crash on entering URL [@ nsAutoCompleteController::HandleEnter]
Core,626835,critical,FIXED,[ANGLE] WebGLES shader crash [@IncLineNumber()]
Core,530939,critical,FIXED,New crash [@GenerateFlatTextContent] in Firefox 3.6b3
Core,698150,critical,FIXED,"TI: Assertion failure: type->canProvideEmptyShape(clasp), at ../jsobjinlines.h:1538"
Core,457171,critical,FIXED,TM: mochitest test_Prototype.html fails
CDT,239627,critical,FIXED,CProjectDescription model not threadsafe -- indexer & UI can together corrupt XML tree
Platform,144130,critical,FIXED,GenericHistory view does not support drag-n-drop folders
Core,642979,critical,FIXED,"TI: Assertion failure: INT_FITS_IN_JSID(i), at jsapi.h:381"
Core,452372,critical,FIXED,"TM: ""Assertion failure: entry->kpc == (jsbytecode*) atom"""
Core,436897,critical,FIXED,"System slowdown following overactive windowserver, when Thunderbird running"
Platform,163587,critical,FIXED,Resource leak in quick access dialog leads to eventual crash
Core,547396,major,FIXED,"After updating to 3.6, the Wikipedia ""preview"" button now occasionally deletes my edits"
Bugzilla,351478,major,FIXED,userprefs.cgi mysteriously fails (Our template-toolkit requirement is too low)
CDT,175508,major,FIXED,[New project model] Invalid warnings about includes in problems view
Firefox,571944,major,FIXED,"Pinstripe sets a 1px min-width on tabs, overriding the min-width set by tabbed browser"
Platform,221234,major,FIXED,[console] Programs with lots of output cause major eclipse unresponsiveness with large console buffer
Platform,177927,major,FIXED,Triple-Click broken if drag source installed on StyledText
Core,429707,major,FIXED,nsPrintSettingsGTK needs error handling for invalid file names
Core,389087,major,FIXED,"nsILocalFileUnix affected by 32bit stat/statvfs/truncate, therefore does not work with large files"
Firefox,560202,major,FIXED,"[Regression] Add bookmark dialog, Folder selection treeview doesn't work properly"
Core,630194,major,FIXED,Language sub menu no longer spoken by AT once more than one dictionary is installed
Platform,341219,major,FIXED,[MPE] MultiPageEditorSite may not end up forwarding post selection events
Platform,162421,major,FIXED,3.3. presentation: view locked after minimize - show - restore
Platform,188265,major,FIXED,Trees flicker when focus changes
Platform,317803,major,FIXED,[CommonNavigator] NPE in WorkingSetsContentProvider
Platform,131000,major,FIXED,Drag and Drop of Folder with Spaces produces two folders in Navigator View (and other views that deal with resources)
Firefox,613541,major,FIXED,"Panorama crashes browser, 100% reproducible, after action sequence"
Platform,296695,major,FIXED,Problems view does not update on selection change
Core,549094,major,FIXED,[SeaMonkey] reftest: new 'editor/newline-1.html' is perma-orange
Platform,146298,major,FIXED,Eclipse does not ask to save dirty editors before running
Core,368336,major,FIXED,Window stops repainting properly after being minimized.
Platform,143936,major,FIXED,[Tabbed Properties] Undo/Redo not working in Tabbed Properties View
Core,369211,major,FIXED,content can pollute implicit XPCNativeWrapper
CDT,251734,major,FIXED,When I edit a Macro used in the code with several brackets I block eclipse
Core,579262,major,FIXED,Some bad drawing cases with plugin still sneak through
Core,353022,major,FIXED,leak on bugzilla page
Core,497363,major,FIXED,"qcms renders wrong colors on some ""good"" monitors"
CDT,157345,major,FIXED,Deadlock in PathEntryManager / ManagedBuilder
Platform,173034,major,FIXED,SWTError: 'Cannot initialize Drag' when enabling DnD for editors
Platform,183629,major,FIXED,EditionHistoryPage uses 136 MB
Bugzilla,527489,major,FIXED,calls to bz_alter_column on FK referenced columns will lose their referenced status in bz_schema unless the REFERENCES hash is included
Core,794579,major,FIXED,Cannot print from Google Maps
Core,339169,major,FIXED,"New iterator code causes ""illegal operation on WrappedNative prototype object"""
Firefox,377397,major,FIXED,Cicking padlock in url bar no longer shows page security info
Core,356280,major,FIXED,(i)Frames that do not specify a charset inherit it from parent
Bugzilla,395771,major,FIXED,Advanced search results sorted incorrectly when sorted by importance
Platform,254764,major,FIXED,It looks like PreviewPatchPage2 leaks a FormToolkit
Core,468419,major,FIXED,Minefield titlebar icons missing since Bug 467038
JDT,223951,major,FIXED,hot code replace causes dealock
Core,429915,major,FIXED,"with gfx.color_management.enabled [true], sever colour mismatch between html colours and gif/png images"
Thunderbird,501308,major,FIXED,Pressing Enter on a message no longer sets focus to the message body
Bugzilla,360489,major,FIXED,"Can't locate object method ""type_name"" via package ""Bugzilla::Field"" when listing custom fields"
Platform,132309,major,FIXED,downloads have stopped propagating
Firefox,543817,major,FIXED,Can't scroll with the mouse wheel on swf files and a border appear arround the applet (FF 3.6)
Bugzilla,338573,major,FIXED,Auth throws an insecure dependency error because username is tainted
Platform,129126,major,FIXED,"When VerifyListener is added in org.eclipse.swt.widgets.Text, StringIndexOutOfBoundsException might be occurred by UNDO operation."
Platform,242388,major,FIXED,Unhandled event loop exception: NPE in ToolBarManager.update
Platform,198460,major,FIXED,[Documentation] Dependencies are wrong
Core,338595,major,FIXED,Microsoft C++ Library Runtime Error (R6025 - pure virtual function call)
Core,508774,major,FIXED,nsGlobalModalWindow traverses mArguments twice
Platform,130171,major,FIXED,[Markers] Unnecessary updating of Problems view
Core,391002,major,FIXED,broadcaster/command element failed to re-forward all attributes to the target element
Firefox,397826,major,FIXED,Reseting bookmarks in Safemode is broken
Firefox,393398,major,FIXED,Add Bookmarks Dialog Inaccessible
Firefox,515964,major,FIXED,Firefox freezes when calling javascript:window.open() with width and height given.
Core,382175,major,FIXED,"With new textframe, RTL text inside a table is displayed LTR (on Mac)"
Core,595842,major,FIXED,No checkboxes/radiobuttons on page
Firefox,803336,major,FIXED,SocialAPI Toolbar button needs 4 pixels of padding in toolbar
Core,681562,major,FIXED,Restrict DeviceMotion to the active document
CDT,155328,major,FIXED,Open Definition gets confused by forward class declaration
Core,417329,major,FIXED,"No longer creating accessibles for the Thunderbird Addressing Widget, effective January 22, 2008."
Platform,153432,major,FIXED,Unicode keyboards on Mac OSX produce wrong keys when used with modifiers
Core,498837,major,FIXED,standalone configure/make for JS engine broken
Core,421621,major,FIXED,"""Assertion failure: (sprop)->slot != SPROP_INVALID_SLOT || !SPROP_HAS_STUB_SETTER(sprop)"" with setter, export/import"
Thunderbird,346696,major,FIXED,Using customise toolbar function disables menus
Core,505037,major,FIXED,""".&"" or some control chars in filenames of a file causes it to break directory view when you browse to it or go directly."
Platform,255625,major,FIXED,[syntax coloring][projection] Syntax coloring broken
Core,454266,major,FIXED,js_FillPropertyCache uses the wrong scope's shape sometimes
Firefox,420733,major,FIXED,Fix a couple instances of aaa:labelledby usage for accessibility.
Core,532346,major,FIXED,Apple LiGothic rendering failure when encounter specific characters
Firefox,483688,major,FIXED,Modify Firefox Installer to Incorporate Feedback Form
Core,403501,major,FIXED,Rich test editing broken
Core,370933,major,FIXED,"""ASSERTION: aBlock must be a block"" with <input type=""file"">"
Thunderbird,710056,major,FIXED,Earlybird doesn't remember columns change in the message list after restart
Firefox,605762,major,FIXED,Changes in extensions directory break globals initialization
Core,589415,major,FIXED,Pages are not rendered when using Windows Aero appearance in Vista
Firefox,399606,major,FIXED,Places counts auto-refreshes as page visits
JDT,284280,major,FIXED,Error on use generic interface in abstract super class
CDT,149138,major,FIXED,Rename on C++ elements in C/C++ Projects view changes the filename instead of the element name.
Platform,139693,major,FIXED,Project changes don't appear in Sync view
CDT,326176,major,FIXED,Installing GDB Hardware Debugging feature downgrades CDT to 7.0.0
JDT,167190,major,FIXED,TypeNameMatchRequestorWrapper causing ClassCastException
Bugzilla,357396,major,FIXED,"Mass-change broken due to the undesired onClick=""document.location='show_bug.cgi?id=XXX'"""
Firefox,417675,major,FIXED,"Firefox is not showing ""Quit Firefox"" dialog when some other window (Of Firefox) is opened."
Platform,323493,major,FIXED,"CVS Compare of remote version shows only CHANGED resources, not NEW and DELETED resource"
Core,392629,major,FIXED,Comboboxes basically unusable with keyboard since border rewrite
Core,534857,major,FIXED,Flash Player Beta 10.1 disables Crash-reporter
Platform,123323,major,FIXED,Problems view does not display anything (index out of bounds)
Thunderbird,678255,major,FIXED,Advanced dialog for POP3 account showing the IMAP dialog
CDT,308055,major,FIXED,Register values are not updated when switching between frames
Core,592001,major,FIXED,Fix v8-regexp regression in wake of patch for bug 558451
Firefox,497103,major,FIXED,Update list of MPL Initial Developers in about:licence for Firefox 3.5
Platform,196352,major,FIXED,Null Display using Display.getCurrent()
Firefox,527311,major,FIXED,"Addressbar suggests ""history and bookmarks"" also if I've set ""history"" only"
Firefox,421871,major,FIXED,Browser crashes on startup on Vista 32/64 ultimate with HTML Validator extension installed
Thunderbird,522875,major,FIXED,"[Migration Assistant] ""Use original toolbar"" over-populates toolbar"
Platform,217847,major,FIXED,Have to click away from a view to get it's enablements retested
Platform,123952,major,FIXED,[Metadata] org.eclipse.ui.workbench build.xml broken
Core,468736,major,FIXED,PSM nsPSMBackgroundThread::requestExit is racy and not threadsafe
Core,418051,major,FIXED,"""({x:[]}={x}"" causes assertion failure in jsparse.c"
Core,363086,major,FIXED,Manipulating SVGPathSegList through DOM causes seg fault in trunk
Core,643969,major,FIXED,LIR_jf can generate jump-to-location-zero code on i386
Core,440974,major,FIXED,Unneeded <transformiix:root /> elements as a result of XSL transformation.
Core,416751,major,FIXED,rich text editor no longer in designmode when navigating back
JDT,140465,major,FIXED,[JUnit] Test failure: sometimes can't run JUnit tests from runtime workbench
Core,365339,major,FIXED,set cairo endianness macros in a sane way
Core,565615,major,FIXED,TraceRecorder::stringify is odd
JDT,178596,major,FIXED,Search for method references does not find references to interface method
Bugzilla,486073,major,FIXED,JSON webservice does not display errors properly under mod_perl
Core,408979,major,FIXED,Downloads are canceled on Exit when using a proxy server
Firefox,360185,major,FIXED,Java script console shows numerous unresolved items. web pages are not complete.
Thunderbird,323747,major,FIXED,Outgoing Mail as UTF-8 (Unicode) results in strange font behaviour
Core,426065,major,FIXED,Build configure should confirm the correct Windows SDK is installed
Core,341528,major,FIXED,enabled state needs to be actively updated based on DOM activity
CDT,213861,major,FIXED,Type resolution problem with template and typedef in index
Platform,177714,major,FIXED,Please update basebuilder to include pdebuild I20070313-1051
JDT,154984,major,FIXED,Jars in library not recognized sometimes.
CDT,287540,major,FIXED,Memory Browser never disposes memory blocks
Platform,259929,major,FIXED,"org.eclipse.swt.program.Program.launch() can't open the file with "":"" character in name."
Core,462707,major,FIXED,nsHttpChannel::GetEntityID should respect Accept-Ranges response header
CDT,320426,major,FIXED,CDT Index grows without bound
Thunderbird,431573,major,FIXED,Turning off toolbar makes Thunderbird use 100% CPU continuously
Core,459323,major,FIXED,Drand and Drop in input controls is broken
Bugzilla,682203,major,FIXED,migrate.pl fails at requirements check
Platform,181725,major,FIXED,".eclipseproduct still says ""3.2.0"""
Firefox,342729,major,FIXED,Crash on restart after installing venkman
Core,371508,major,FIXED,Calling sizeToContent() property of a nsIDOMWindow raises a NS_ERROR_FAILURE exception
Firefox,556967,major,FIXED,Full Glass / UI transparency effect not working with Windows Vista at all
Thunderbird,624440,major,FIXED,Fully fix onComposerFromChanged() after bug 337964
Core,336083,major,FIXED,visibility issues with dynamic/dependent XPCOM glue
Platform,142947,major,FIXED,Classes to provide drag under feedback should be public
Firefox,405198,major,FIXED,Cannot drag and drop folders / items in Places Organizer
Core,391145,major,FIXED,failed to build Spidermonkey: inresolved symbol ( prmjtime.c PRMJ_Now _SetCriticalSectionSpinCount _InitializeCriticalSectionAndSpinCount )
Core,682881,major,FIXED,jorendorff can't stop believin'
CDT,297269,major,FIXED,[Memory Browser] Allow users to define Memory Browser's default rendering at the system level
Thunderbird,663971,major,FIXED,Account wizard no longer looks at MX entries
Thunderbird,538407,major,FIXED,"Attachments are not accessible for 'Content-Disposition: inline; filename=""xxxx.yyy""'"
JDT,226673,major,FIXED,CompletionContext.getVisibleElements(..) deosn't find assignable fields
Core,416404,major,FIXED,Assertion failure: !entry || entry->kpc == (PCVCAP_TAG(entry->vcap) ? (jsbytecode *) JSID_TO_ATOM(id) : cx->fp->pc)
Platform,247444,major,FIXED,NavigatorDnDService does not update DragSource Transfer if invalid
Core,363950,major,FIXED,crash [@ nsComputedDOMStyle::GetMarginWidthCoordFor]
Core,732847,major,FIXED,IonMonkey: Crash on Heap near [@ js::ObjectImpl::getClass]
Firefox,415169,major,FIXED,Saving searches within bookmark folders is broken
Core,401341,major,FIXED,ctrl-tab sends events twice on Mac OS X 10.5
Platform,137762,major,FIXED,NullPointerException in Util.getOffsetOfDelimeter
Core,771406,major,FIXED,Graphics driver crash on Intel+Mac for glsl faceforward w/T = float
Core,564978,major,FIXED,Increasing the speed of image scaling and rendering
Firefox,622379,major,FIXED,Current session data is lost upon browser restart if the option to clear browsing history upon shutdown is set (again)
Core,632763,major,FIXED,Block level links and dynamic HTML
Core,375344,major,FIXED,accessing prototype of DOM objects throws uncatchable error
Core,391023,major,FIXED,getCharacterExtents() is returning values based on source rather than document content
Thunderbird,628768,major,FIXED,mark as read toggle broken
Bugzilla,603314,major,FIXED,Unprivileged users cannot create bugs any more
CDT,144096,major,FIXED,Open Declaration does not work for constructor/destructor
JDT,185743,major,FIXED,introduce parameter object introduces stack overflow on recursions
Platform,333323,major,FIXED,[SWT][Browser][Mozilla] memory leak in embeded mozilla browser widget
Platform,307137,major,FIXED,[Help] Help scope in webapp causes breadcrumb problems in Help View
Thunderbird,555164,major,FIXED,"Semantic meaning for account manager strings was changed, without changing the entity names"
JDT,151189,major,FIXED,Declaration search does not find all matches
Thunderbird,339887,major,FIXED,Message contents don't change to plain text on Options > Format > Plain Text Only
JDT,125673,major,FIXED,Variables view doesn't show details
Core,335801,major,FIXED,"page looks secure/verified but isn't (colored urlbar, lock icon)"
Core,493522,major,FIXED,Some Wi-Fi related tools don't work after using Firefox's geolocation
Platform,240398,major,FIXED,DVT34: broken link in documentation
Core,462076,major,FIXED,Dynamically inserted iframes on refresh sometimes trade places
Firefox,615131,major,FIXED,"Installer crashes if ""Next"" button is clicked while ""Looking for existing installation..."" dialog is mapped"
CDT,333050,major,FIXED,Hyperlinks don't work inside macros (regression)
Core,572515,major,FIXED,Crash in nsMediaCacheStream::~nsMediaCacheStream() if nsMediaCache fails to init
Core,552426,major,FIXED,"Page renders incorrectly on first load, but renders correctly after page refresh."
Platform,231470,major,FIXED,NPE in DynamicEditorList.getContributionItems()
Core,396567,major,FIXED,"After using the menubar with the pointer, links defocus while hovering them, and the previously used tab's title blinks."
Thunderbird,812101,major,FIXED,"Account provisioner: First search with both Gandi & Hover checked, fails most of the time"
Core,343417,major,FIXED,chatzilla leaks its chrome
Core,359081,major,FIXED,[BeOS] iframe scrolling broken in 1.8 branch including Firefox 2.0
Core,600813,major,FIXED,please remove/disable support for PUT/DELETE in HTML forms
Platform,315839,major,FIXED,Null pointer exception in WorkingSetsContentProvider
CDT,305118,major,FIXED,"""Add include"" does not work if cpp file has references to needed include."
Platform,131927,major,FIXED,[CommonNavigator] actionProvider extension should support overrides
Core,585819,major,FIXED,Using createContextualFragment can cause Mozilla to create a new <body> inside the existing <body>
JDT,142087,major,FIXED,NPE in computeCompatibleMethod
CDT,187383,major,FIXED,TVT33:TCT258: da: English string Preference Configuration on Discovery Options tab
Firefox,750953,major,FIXED,FUEL Window objects create a large number of objects until shutdown
Bugzilla,550765,major,FIXED,Garbaged charactor when using template/ja/default/setup/strings.txt.pl
Core,333398,major,FIXED,Heisencode in js_GetAnyName
Platform,173556,major,FIXED,SWTException constructing OleControlSite for WMPlayer.OCX with Windows Media Player 11
Platform,265374,major,FIXED,Compiler error on BindingManagerTest on I20090217-2200
Core,620788,major,FIXED,"4.0b8 regression: configure incorrectly errors, reporting --with-system-nspr and --with-nspr-libs/cflags are mutually exclusive"
Platform,234875,major,FIXED,Delete key is eaten in Internal Web Browser
Platform,296390,major,FIXED,Capture an image from Shell
Firefox,436188,major,FIXED,3.0 RC1 installation OVERWRITES 2.0 in Vista 64-bit Ultimate SP1
Firefox,378921,major,FIXED,unable to bookmark a microsummarized URI
Core,559592,major,FIXED,pointer mayhem in ARM platform detection
Platform,145244,major,FIXED,Conflicting key accelerators in Sync/CVS popup menu
Core,488094,major,FIXED,"nsIHTMLEditor refuses to set paragraph mode, freezes"
Core,773749,major,FIXED,"[AccessFu] In Jelly Bean, double-tapping to activate an item does not work in web content"
Core,539779,major,FIXED,Apparent GC crash in intensive WebGL/video demo
CDT,318410,major,FIXED,Invoking CDT Builder takes over 1 minute for managed project
Core,381812,major,FIXED,"FF fails to download extensions, giving an ""Error Code -228"" message"
Core,324159,major,FIXED,The accesskey label is doubled if the label ends (X)
Core,328128,major,FIXED,nsIPrefBranch::prefHasUserValue should document the fact that a pref no longer has a user set value if it is set to its default value
Core,521848,major,FIXED,Accelerometer on newer MBP have x and y reversed
Platform,178859,major,FIXED,EditorOpener leaks last opened editor
Thunderbird,363163,major,FIXED,Thunderbird is chewing up cpu cycles even when idle.
Bugzilla,452844,major,FIXED,_check_dependencies not using detainted bug id from Bugzilla::Bug->check
Firefox,347457,major,FIXED,"If a readonly engine has updates, and the icon load callback loads first, an exception is thrown"
Platform,178498,major,FIXED,Font (and other prefs?) lost when switching appearance
Firefox,404747,major,FIXED,"get ""undefined"" when I paste in the adresswindow or try to use dropdown adresslist"
CDT,326137,major,FIXED,Dsf attach session requires project
Core,372075,major,FIXED,"javascript: URI evaluation should use sandboxed context for toString, etc"
Platform,321850,major,FIXED,Launch config dialog wrongly asks to save unsaved changes
Platform,232822,major,FIXED,NPE in the Apply Patch wizard
Core,800502,major,FIXED,NULL deref in ccsip_subsmanager.c:add_content()
Core,765483,major,FIXED,"IonMonkey: Assertion failure: throwing, at jscntxt.h:1329"
Bugzilla,370913,major,FIXED,query.cgi associates wrong components with products if at least one product has no component
Core,380659,major,FIXED,"extraneous characters are appearing with Save As ""Web, page complete"""
JDT,143579,major,FIXED,Adding library fails when contributing 2 VMs
Platform,175417,major,FIXED,runtime exception in objectContribution selectionChanged sabatoges popup menu
Core,424266,major,FIXED,"""Default browser"" dialog appears mostly off-screen"
Platform,307302,major,FIXED,[SWT_AWT] SWT interfers with application menu
Platform,211362,major,FIXED,Crash running paint example
Firefox,415429,major,FIXED,Search Bar jumps around in RTL mode
Bugzilla,352410,major,FIXED,Shared Queries don't work if usevisibiltygroups is off
Platform,138630,major,FIXED,Icons being drawn on top of text in tabbed folder
Core,549268,major,FIXED,downloadable fonts don't always draw
Core,801212,major,FIXED,warning: ‘virtual bool nsIWidgetListener::PaintWindow()... was hidden [-Woverloaded-virtual]...by ‘virtual bool nsWebBrowser::PaintWindow()
Core,599479,major,FIXED,Accessing window.localStorage with dom.storage.enabled=false causes NS_ERROR_DOM_SECURITY_ERR
Core,328479,major,FIXED,Building the jsshell on VC++ 6 fails because jsautokw.h is missing
Thunderbird,492555,major,FIXED,"attachment warning: Too common keywords, many false triggers"
Firefox,526422,major,FIXED,"AIX Compilation error for 3.7a1pre source ""js/src/jsgc.cpp, line 2850.17: 1540-0274 (S) The name lookup for ""FinalizeGCThing"" did not find a declaration"
JDT,140299,major,FIXED,failing Serial Version Clean Up test
Firefox,441359,major,FIXED,Check all resources on page against SafeBrowsing database
Platform,260529,major,FIXED,(especially Java) compare: moving caret dead slow if whitespaces are shown
Core,391325,major,FIXED,cannot debug installed xulrunner - make install ignores '--disable-strip'
Core,494143,major,FIXED,[trunk] icons not available in visual editor mode.
Core,732669,major,FIXED,Primitives don't box correctly
Firefox,443588,major,FIXED,Locationbar google/yahoo traditional Chinese search corrupted
Core,553982,major,FIXED,myvidoop.com login broken on trunk
CDT,162894,major,FIXED,Full indexer fails on parsing freetype library.
Bugzilla,523495,major,FIXED,Infinite redirect loop when viewing an attachment
JDT,229951,major,FIXED,StackOverflowError during JavaSearchScope.add for large workspace
Core,346424,major,FIXED,need 2 rightclicks to get contectmenu (anywhere)
CDT,187268,major,FIXED,TVT33:TCT227: translated string truncated
JDT,205314,major,FIXED,Open Type dialog looses history entries
Core,628091,major,FIXED,All characters in Firefox UI and on web pages show up as squares with hex codes
Bugzilla,322955,major,FIXED,bug_email and bug_email_append are broken and have no maintainer
Core,386804,major,FIXED,"""ASSERTION: Textrun cache not empty!"" on shutdown if domwindows have leaked"
Platform,224571,major,FIXED,Missing problem markers on IFile in Package Explorer
Thunderbird,497337,major,FIXED,Enter virtual folder results in alert dialog The current command did not succeed.  The mail server responded:Can't open /<blah>: not a selectable mailbox
Platform,165650,major,FIXED,Regression: Viewer with DecoratingLabelProvider does not render color
Core,541013,major,FIXED,UMR [@ nsRange::SetEnd] from alloc [@ nsHTMLEditor::SplitStyleAbovePoint]
JDT,186382,major,FIXED,[Compiler] Ambiguous method call error reported on a demonstrably unambiguous call
Platform,260273,major,FIXED,Weird line duplication in text editor
Firefox,406330,major,FIXED,[RTL] Default theme looks bad on GTK
Core,505473,major,FIXED,gif animation is broken
JDT,281598,major,FIXED,Problems during content assist - if project has empty zip file in classpath
Platform,133533,major,FIXED,Animated warning in new class wizard moves away but never reveals message text
Core,593256,major,FIXED,Bugs in dictionary-mode property table maintenance
Platform,219601,major,FIXED,StyledText: Unexpected loss of mouse cursor
Bugzilla,525025,major,FIXED,Custom field names having UTF8-characters in them crash Bugzilla and cannot be updated
Core,451906,major,FIXED,Regression: Array index has different results
Firefox,415105,major,FIXED,"Removing Bookmark from Add Bookmarks dialog, ""Bookmark removed"" prompt not accessible, focus goes to undefined place."
Platform,132101,major,FIXED,"[field assist] does not work for characters that need AltGr, Ctrl+Alt or Strg+Alt"
Platform,231753,major,FIXED,ClassCastException on Copy from search
Thunderbird,364373,major,FIXED,Message thread status is not communicated through accessibility API
Firefox,487263,major,FIXED,dragging a tab over the tab bar then out of the window does not detach
Platform,158204,major,FIXED,[Decorators] DecorationScheduler hangs on to listeners for too long
Platform,319344,major,FIXED,Phishing on help application
Platform,182446,major,FIXED,"BIDI3.3<HCG:Project name with BIDI name Hebrew/Arabic does not appear in ""Location"" label in properties Tab>"
Bugzilla,344527,major,FIXED,Charts are broken using mod_perl
Core,797314,major,FIXED,Strange artefacts on some sites
Thunderbird,507203,major,FIXED,Advanced preference pane blank on Windows
Core,525392,major,FIXED,Assertion failed: (*branch & 0x0F7FF000) == 0x051FF000 (c:/mobilla/js/src/nanojit/NativeARM.cpp:947)
Firefox,594846,major,FIXED,Graphical error in Firefox 4 Beta 5.
Core,696535,major,FIXED,"""make check"" and ""pymake check"" fail because build/'s own ""make check"" fails to find manifestparser"
CDT,192358,major,FIXED,Find References => NullPointerException
